event_id,state_code,latitude,longitude,event_date,landslide_category,landslide_trigger,landslide_size,fatality_count,injury_count,admin_division_name,location_description
9168,1,27.6438,93.871,2016-06-12 23:00:00,landslide,downpour,medium,0,0,Arunachal Pradesh,"NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India"
9169,6,26.1677,94.2442,2016-06-12 00:00:00,landslide,continuous_rain,unknown,0,0,Nagaland,"on road between Mon and Tobu near Telangsao Hydro project , Nagaland, India"
9338,2,24.4638,92.4943,2016-05-18 08:00:00,landslide,continuous_rain,medium,5,0,Assam,"Sonachirra, Karimganj district, Assam, India"
9335,2,24.5202,92.7239,2016-05-18 08:00:00,landslide,continuous_rain,unknown,2,0,Assam,"Bilaipur, Hailakandi district, Assam, India"
9334,2,24.5204,92.7264,2016-05-18 08:00:00,landslide,continuous_rain,unknown,2,0,Assam,"Bilaipur, Hailakandi district, Assam, India"
9336,2,24.5308,92.5121,2016-05-18 08:00:00,landslide,continuous_rain,small,1,0,Assam,"Ramchandi , Hailakandi District, Assam, India"
9404,1,28.0822,96.5316,2016-05-01 00:00:00,landslide,downpour,medium,0,0,Arunachal Pradesh,"Hayuliang, Anjaw district,Arunachal Pradesh, India"
7655,1,27.5799,91.8569,2016-04-22 02:30:00,landslide,continuous_rain,medium,17,0,Arunachal Pradesh,"Tawang, Arunachal Pradesh"
9405,6,26.7223,95.0243,2016-04-19 00:00:00,landslide,continuous_rain,medium,0,0,Nagaland,"Techahan Ward, Mon, Nagaland, India"
9215,7,27.1758,88.5294,2016-01-14 05:15:00,rock_fall,unknown,medium,1,5,West Bengal,NH10 in Rangpo
8366,4,25.583,91.893,2015-09-23 15:00:00,landslide,downpour,medium,2,1,Meghalaya,"Shillong, Meghalaya, India"
8339,2,26.1666,91.7042,2015-09-23 00:00:00,landslide,continuous_rain,medium,0,0,Assam,Kamakhya Temple
8223,5,23.7348,92.7187,2015-09-14 03:10:00,landslide,downpour,large,0,0,Mizoram,"Aizawl, Mizoram, India"
8224,5,23.7313,92.7187,2015-09-14 01:30:00,landslide,downpour,medium,0,0,Mizoram,"Aizawl, Mizoram, India"
8012,4,25.9703,91.8584,2015-09-06 15:00:00,landslide,unknown,medium,0,0,Meghalaya,"Umling, Meghalaya 793102, India"
7956,4,26.048,91.8695,2015-09-05 00:00:00,landslide,unknown,medium,0,0,Meghalaya,Byrnihat
7923,2,26.49349035,91.72137514,2015-09-01 00:00:00,landslide,rain,medium,2,0,Assam,Amingaon
7933,2,26.1868,91.6739,2015-09-01 00:00:00,rock_fall,rain,medium,2,0,Assam,Maligaon
7972,5,23.4495,92.8112,2015-08-28 01:45:00,landslide,downpour,large,0,0,Mizoram,"Mizoram, India"
7837,5,23.7269,92.7265,2015-08-27 00:00:00,landslide,downpour,medium,0,0,Mizoram,three graveyards within Aizawl
7836,5,24.042,92.6724,2015-08-27 00:00:00,landslide,downpour,medium,0,0,Mizoram,"National Highway 54, at Kawnpui town"
7778,5,23.8447,93.0514,2015-08-26 00:00:00,mudslide,continuous_rain,medium,0,0,Mizoram,Phullenâs main road
7780,5,23.3572,92.7878,2015-08-26 00:00:00,landslide,continuous_rain,medium,1,0,Mizoram,Sailam village
7728,2,26.1028,91.8806,2015-08-22 09:00:00,landslide,continuous_rain,medium,0,0,Assam,Natonal Highway in Jorabat area
7727,6,25.6263,94.1057,2015-08-20 18:00:00,landslide,continuous_rain,medium,0,0,Nagaland,between Phesama and Kuima in Nagaland
7701,6,25.6278,94.1051,2015-08-19 15:00:00,landslide,continuous_rain,medium,0,0,Nagaland,Phesama
7336,4,25.2193,90.5549,2015-08-19 09:00:00,landslide,continuous_rain,medium,0,0,Meghalaya,NH-62 at Sibbari
7589,4,25.2568,92.3825,2015-08-19 00:00:00,landslide,rain,medium,0,0,Meghalaya,National Highway 44
7590,4,25.1416,92.3807,2015-08-19 00:00:00,landslide,rain,small,0,0,Meghalaya,Tongseng
7706,4,25.0728,92.3636,2015-08-19 00:00:00,landslide,rain,medium,0,0,Meghalaya,National Highway at Kuliang
7699,6,26.0214,94.5224,2015-08-19 00:00:00,landslide,continuous_rain,medium,0,0,Nagaland,Zunheboto district
7335,4,25.5145,90.2023,2015-08-18 09:00:00,landslide,continuous_rain,medium,0,0,Meghalaya,Tura Civil Hospital
7334,1,28.1737,94.7596,2015-08-18 00:00:00,landslide,unknown,medium,1,0,Arunachal Pradesh,Arunachal Pradesh
7887,1,27.8835,96.9262,2015-08-16 00:00:00,landslide,continuous_rain,medium,0,0,Arunachal Pradesh,Hawai
7660,6,25.6237,94.1136,2015-08-12 00:00:00,mudslide,continuous_rain,medium,0,0,Nagaland,Phesama village
7666,3,25.1019,93.3729,2015-08-11 00:00:00,landslide,continuous_rain,medium,0,0,Manipur,Tousem
7665,3,24.7016,93.5291,2015-08-11 00:00:00,landslide,continuous_rain,medium,0,0,Manipur,Khoupum
7664,3,24.7459,93.4251,2015-08-11 00:00:00,landslide,continuous_rain,medium,0,0,Manipur,Nungba
7409,6,25.72,94.6219,2015-08-02 00:00:00,landslide,continuous_rain,medium,0,0,Nagaland,Meluri Sub-Division in Phek District of Nagaland
7370,3,24.1419,94.1078,2015-08-01 00:00:00,landslide,continuous_rain,medium,0,0,Manipur,between Moltuk to New Songjang village
7910,3,24.3481,94.1146,2015-08-01 00:00:00,landslide,unknown,medium,0,0,Manipur,Chandel
7369,3,24.1988,94.1016,2015-08-01 00:00:00,landslide,continuous_rain,medium,0,0,Manipur,between Chalong and Paraolon
7385,3,24.004,93.9815,2015-08-01 00:00:00,landslide,continuous_rain,medium,0,0,Manipur,"Holenjang, Chandel district"
7383,3,23.899,94.1434,2015-08-01 00:00:00,landslide,rain,medium,0,0,Manipur,"Tuitung village, Khengjoi"
7384,3,23.9278,94.0906,2015-08-01 00:00:00,landslide,rain,medium,0,0,Manipur,"Wayang, Khengjoi"
